Portfolio,year,Feedstock,Commodity,Commodity Unit,Unit Code,Buildout,Variable Category,Variable Subcategory,Variable Unit,Conversion Value,Value,Uncertainty Range Category
Current Projects 1.29.2024,2036,Wind,Electricity,Megawatts,MW,270,Jobs,Bachelors - No or Some Training,# of New Jobs,0.02,0,NA
Current Projects 1.29.2024,2037,Wind,Electricity,Megawatts,MW,270,Jobs,Bachelors - No or Some Training,# of New Jobs,0.02,0,NA
Current Projects 1.29.2024,2038,Wind,Electricity,Megawatts,MW,270,Jobs,Bachelors - No or Some Training,# of New Jobs,0.02,0,NA
Current Projects 1.29.2024,2039,Wind,Electricity,Megawatts,MW,270,Jobs,Bachelors - No or Some Training,# of New Jobs,0.02,0,NA
Current Projects 1.29.2024,2040,Wind,Electricity,Megawatts,MW,270,Jobs,Bachelors - No or Some Training,# of New Jobs,0.02,0,NA
Current Projects 1.29.2024,2041,Wind,Electricity,Megawatts,MW,270,Jobs,Bachelors - No or Some Training,# of New Jobs,0.02,0,NA
Current Projects 1.29.2024,2042,Wind,Electricity,Megawatts,MW,270,Jobs,Bachelors - No or Some Training,# of New Jobs,0.02,0,NA
Current Projects 1.29.2024,2043,Wind,Electricity,Megawatts,MW,270,Jobs,Bachelors - No or Some Training,# of New Jobs,0.02,0,NA
Current Projects 1.29.2024,2044,Wind,Electricity,Megawatts,MW,270,Jobs,Bachelors - No or Some Training,# of New Jobs,0.02,0,NA
Current Projects 1.29.2024,2045,Wind,Electricity,Megawatts,MW,270,Jobs,Bachelors - No or Some Training,# of New Jobs,0.02,0,NA
Current Projects 1.29.2024,2025,Wind,Electricity,Megawatts,MW,24.545454545454547,Jobs,Graduate Degree,# of New Jobs,0.00113,0.02773636363636363,NA
Current Projects 1.29.2024,2026,Wind,Electricity,Megawatts,MW,49.09090909090909,Jobs,Graduate Degree,# of New Jobs,0.00113,0.02773636363636363,NA
Current Projects 1.29.2024,2027,Wind,Electricity,Megawatts,MW,73.63636363636364,Jobs,Graduate Degree,# of New Jobs,0.00113,0.02773636363636363,NA
Current Projects 1.29.2024,2028,Wind,Electricity,Megawatts,MW,98.1818181818182,Jobs,Graduate Degree,# of New Jobs,0.00113,0.02773636363636363,NA
Current Projects 1.29.2024,2029,Wind,Electricity,Megawatts,MW,122.72727272727272,Jobs,Graduate Degree,# of New Jobs,0.00113,0.02773636363636363,NA
Current Projects 1.29.2024,2030,Wind,Electricity,Megawatts,MW,147.27272727272728,Jobs,Graduate Degree,# of New Jobs,0.00113,0.02773636363636363,NA
Current Projects 1.29.2024,2031,Wind,Electricity,Megawatts,MW,171.8181818181818,Jobs,Graduate Degree,# of New Jobs,0.00113,0.02773636363636362,NA
Current Projects 1.29.2024,2032,Wind,Electricity,Megawatts,MW,196.36363636363637,Jobs,Graduate Degree,# of New Jobs,0.00113,0.02773636363636365,NA
Current Projects 1.29.2024,2033,Wind,Electricity,Megawatts,MW,220.9090909090909,Jobs,Graduate Degree,# of New Jobs,0.00113,0.02773636363636365,NA
Current Projects 1.29.2024,2034,Wind,Electricity,Megawatts,MW,245.4545454545455,Jobs,Graduate Degree,# of New Jobs,0.00113,0.02773636363636365,NA
Current Projects 1.29.2024,2035,Wind,Electricity,Megawatts,MW,270,Jobs,Graduate Degree,# of New Jobs,0.00113,0.02773636363636358,NA
Current Projects 1.29.2024,2036,Wind,Electricity,Megawatts,MW,270,Jobs,Graduate Degree,# of New Jobs,0.00113,0,NA
Current Projects 1.29.2024,2037,Wind,Electricity,Megawatts,MW,270,Jobs,Graduate Degree,# of New Jobs,0.00113,0,NA
Current Projects 1.29.2024,2038,Wind,Electricity,Megawatts,MW,270,Jobs,Graduate Degree,# of New Jobs,0.00113,0,NA
Current Projects 1.29.2024,2039,Wind,Electricity,Megawatts,MW,270,Jobs,Graduate Degree,# of New Jobs,0.00113,0,NA
Current Projects 1.29.2024,2040,Wind,Electricity,Megawatts,MW,270,Jobs,Graduate Degree,# of New Jobs,0.00113,0,NA
Current Projects 1.29.2024,2041,Wind,Electricity,Megawatts,MW,270,Jobs,Graduate Degree,# of New Jobs,0.00113,0,NA
Current Projects 1.29.2024,2042,Wind,Electricity,Megawatts,MW,270,Jobs,Graduate Degree,# of New Jobs,0.00113,0,NA
Current Projects 1.29.2024,2043,Wind,Electricity,Megawatts,MW,270,Jobs,Graduate Degree,# of New Jobs,0.00113,0,NA
Current Projects 1.29.2024,2044,Wind,Electricity,Megawatts,MW,270,Jobs,Graduate Degree,# of New Jobs,0.00113,0,NA
Current Projects 1.29.2024,2045,Wind,Electricity,Megawatts,MW,270,Jobs,Graduate Degree,# of New Jobs,0.00113,0,NA
Current Projects 1.29.2024,2025,Wind,Electricity,Megawatts,MW,24.545454545454547,Jobs,High School - Long-Term Training,# of New Jobs,0.0409,1.0039090909090909,NA
Current Projects 1.29.2024,2026,Wind,Electricity,Megawatts,MW,49.09090909090909,Jobs,High School - Long-Term Training,# of New Jobs,0.0409,1.0039090909090909,NA
Current Projects 1.29.2024,2027,Wind,Electricity,Megawatts,MW,73.63636363636364,Jobs,High School - Long-Term Training,# of New Jobs,0.0409,1.0039090909090909,NA
Current Projects 1.29.2024,2028,Wind,Electricity,Megawatts,MW,98.1818181818182,Jobs,High School - Long-Term Training,# of New Jobs,0.0409,1.0039090909090909,NA
Current Projects 1.29.2024,2029,Wind,Electricity,Megawatts,MW,122.72727272727272,Jobs,High School - Long-Term Training,# of New Jobs,0.0409,1.0039090909090909,NA
Current Projects 1.29.2024,2030,Wind,Electricity,Megawatts,MW,147.27272727272728,Jobs,High School - Long-Term Training,# of New Jobs,0.0409,1.0039090909090909,NA
Current Projects 1.29.2024,2031,Wind,Electricity,Megawatts,MW,171.8181818181818,Jobs,High School - Long-Term Training,# of New Jobs,0.0409,1.0039090909090904,NA
Current Projects 1.29.2024,2032,Wind,Electricity,Megawatts,MW,196.36363636363637,Jobs,High School - Long-Term Training,# of New Jobs,0.0409,1.0039090909090915,NA
Current Projects 1.29.2024,2033,Wind,Electricity,Megawatts,MW,220.9090909090909,Jobs,High School - Long-Term Training,# of New Jobs,0.0409,1.0039090909090915,NA
Current Projects 1.29.2024,2034,Wind,Electricity,Megawatts,MW,245.4545454545455,Jobs,High School - Long-Term Training,# of New Jobs,0.0409,1.0039090909090915,NA
Current Projects 1.29.2024,2035,Wind,Electricity,Megawatts,MW,270,Jobs,High School - Long-Term Training,# of New Jobs,0.0409,1.003909090909089,NA
Current Projects 1.29.2024,2036,Wind,Electricity,Megawatts,MW,270,Jobs,High School - Long-Term Training,# of New Jobs,0.0409,0,NA
Current Projects 1.29.2024,2037,Wind,Electricity,Megawatts,MW,270,Jobs,High School - Long-Term Training,# of New Jobs,0.0409,0,NA
Current Projects 1.29.2024,2038,Wind,Electricity,Megawatts,MW,270,Jobs,High School - Long-Term Training,# of New Jobs,0.0409,0,NA
Current Projects 1.29.2024,2039,Wind,Electricity,Megawatts,MW,270,Jobs,High School - Long-Term Training,# of New Jobs,0.0409,0,NA
Current Projects 1.29.2024,2040,Wind,Electricity,Megawatts,MW,270,Jobs,High School - Long-Term Training,# of New Jobs,0.0409,0,NA
Current Projects 1.29.2024,2041,Wind,Electricity,Megawatts,MW,270,Jobs,High School - Long-Term Training,# of New Jobs,0.0409,0,NA
Current Projects 1.29.2024,2042,Wind,Electricity,Megawatts,MW,270,Jobs,High School - Long-Term Training,# of New Jobs,0.0409,0,NA
Current Projects 1.29.2024,2043,Wind,Electricity,Megawatts,MW,270,Jobs,High School - Long-Term Training,# of New Jobs,0.0409,0,NA
Current Projects 1.29.2024,2044,Wind,Electricity,Megawatts,MW,270,Jobs,High School - Long-Term Training,# of New Jobs,0.0409,0,NA
Current Projects 1.29.2024,2045,Wind,Electricity,Megawatts,MW,270,Jobs,High School - Long-Term Training,# of New Jobs,0.0409,0,NA
Current Projects 1.29.2024,2025,Wind,Electricity,Megawatts,MW,24.545454545454547,Jobs,High School - No Training,# of New Jobs,0.0236,0.5792727272727273,NA
Current Projects 1.29.2024,2026,Wind,Electricity,Megawatts,MW,49.09090909090909,Jobs,High School - No Training,# of New Jobs,0.0236,0.5792727272727273,NA
Current Projects 1.29.2024,2027,Wind,Electricity,Megawatts,MW,73.63636363636364,Jobs,High School - No Training,# of New Jobs,0.0236,0.5792727272727273,NA
Current Projects 1.29.2024,2028,Wind,Electricity,Megawatts,MW,98.1818181818182,Jobs,High School - No Training,# of New Jobs,0.0236,0.5792727272727273,NA
Current Projects 1.29.2024,2029,Wind,Electricity,Megawatts,MW,122.72727272727272,Jobs,High School - No Training,# of New Jobs,0.0236,0.5792727272727273,NA
Current Projects 1.29.2024,2030,Wind,Electricity,Megawatts,MW,147.27272727272728,Jobs,High School - No Training,# of New Jobs,0.0236,0.5792727272727273,NA
Current Projects 1.29.2024,2031,Wind,Electricity,Megawatts,MW,171.8181818181818,Jobs,High School - No Training,# of New Jobs,0.0236,0.5792727272727269,NA
Current Projects 1.29.2024,2032,Wind,Electricity,Megawatts,MW,196.36363636363637,Jobs,High School - No Training,# of New Jobs,0.0236,0.5792727272727276,NA
Current Projects 1.29.2024,2033,Wind,Electricity,Megawatts,MW,220.9090909090909,Jobs,High School - No Training,# of New Jobs,0.0236,0.5792727272727276,NA
Current Projects 1.29.2024,2034,Wind,Electricity,Megawatts,MW,245.4545454545455,Jobs,High School - No Training,# of New Jobs,0.0236,0.5792727272727276,NA
Current Projects 1.29.2024,2035,Wind,Electricity,Megawatts,MW,270,Jobs,High School - No Training,# of New Jobs,0.0236,0.5792727272727263,NA
Current Projects 1.29.2024,2036,Wind,Electricity,Megawatts,MW,270,Jobs,High School - No Training,# of New Jobs,0.0236,0,NA
Current Projects 1.29.2024,2037,Wind,Electricity,Megawatts,MW,270,Jobs,High School - No Training,# of New Jobs,0.0236,0,NA
Current Projects 1.29.2024,2038,Wind,Electricity,Megawatts,MW,270,Jobs,High School - No Training,# of New Jobs,0.0236,0,NA
Current Projects 1.29.2024,2039,Wind,Electricity,Megawatts,MW,270,Jobs,High School - No Training,# of New Jobs,0.0236,0,NA
Current Projects 1.29.2024,2040,Wind,Electricity,Megawatts,MW,270,Jobs,High School - No Training,# of New Jobs,0.0236,0,NA
Current Projects 1.29.2024,2041,Wind,Electricity,Megawatts,MW,270,Jobs,High School - No Training,# of New Jobs,0.0236,0,NA
Current Projects 1.29.2024,2042,Wind,Electricity,Megawatts,MW,270,Jobs,High School - No Training,# of New Jobs,0.0236,0,NA
Current Projects 1.29.2024,2043,Wind,Electricity,Megawatts,MW,270,Jobs,High School - No Training,# of New Jobs,0.0236,0,NA
Current Projects 1.29.2024,2044,Wind,Electricity,Megawatts,MW,270,Jobs,High School - No Training,# of New Jobs,0.0236,0,NA
Current Projects 1.29.2024,2045,Wind,Electricity,Megawatts,MW,270,Jobs,High School - No Training,# of New Jobs,0.0236,0,NA
EBetancourt-TheOutrageousPortfolio EDITED,2025,Solar,Electricity,Megawatts,MW,5571.428571428572,Jobs,Bachelors - No or Some Training,# of New Jobs,0.0334,186.0857142857143,NA
EBetancourt-TheOutrageousPortfolio EDITED,2026,Solar,Electricity,Megawatts,MW,11142.857142857143,Jobs,Bachelors - No or Some Training,# of New Jobs,0.0334,186.0857142857143,NA
EBetancourt-TheOutrageousPortfolio EDITED,2027,Solar,Electricity,Megawatts,MW,16714.285714285714,Jobs,Bachelors - No or Some Training,# of New Jobs,0.0334,186.08571428571423,NA
EBetancourt-TheOutrageousPortfolio EDITED,2028,Solar,Electricity,Megawatts,MW,22285.714285714286,Jobs,Bachelors - No or Some Training,# of New Jobs,0.0334,186.08571428571432,NA
EBetancourt-TheOutrageousPortfolio EDITED,2029,Solar,Electricity,Megawatts,MW,27857.14285714286,Jobs,Bachelors - No or Some Training,# of New Jobs,0.0334,186.08571428571432,NA
EBetancourt-TheOutrageousPortfolio EDITED,2030,Solar,Electricity,Megawatts,MW,33428.57142857143,Jobs,Bachelors - No or Some Training,# of New Jobs,0.0334,186.0857142857142,NA
EBetancourt-TheOutrageousPortfolio EDITED,2031,Solar,Electricity,Megawatts,MW,39000,Jobs,Bachelors - No or Some Training,# of New Jobs,0.0334,186.08571428571432,NA
EBetancourt-TheOutrageousPortfolio EDITED,2032,Solar,Electricity,Megawatts,MW,44571.42857142857,Jobs,Bachelors - No or Some Training,# of New Jobs,0.0334,186.08571428571432,NA
EBetancourt-TheOutrageousPortfolio EDITED,2033,Solar,Electricity,Megawatts,MW,50142.857142857145,Jobs,Bachelors - No or Some Training,# of New Jobs,0.0334,186.08571428571432,NA
EBetancourt-TheOutrageousPortfolio EDITED,2034,Solar,Electricity,Megawatts,MW,55714.28571428572,Jobs,Bachelors - No or Some Training,# of New Jobs,0.0334,186.08571428571432,NA
EBetancourt-TheOutrageousPortfolio EDITED,2035,Solar,Electricity,Megawatts,MW,61285.71428571429,Jobs,Bachelors - No or Some Training,# of New Jobs,0.0334,186.08571428571432,NA
EBetancourt-TheOutrageousPortfolio EDITED,2036,Solar,Electricity,Megawatts,MW,66857.14285714286,Jobs,Bachelors - No or Some Training,# of New Jobs,0.0334,186.0857142857141,NA
EBetancourt-TheOutrageousPortfolio EDITED,2037,Solar,Electricity,Megawatts,MW,72428.57142857142,Jobs,Bachelors - No or Some Training,# of New Jobs,0.0334,186.0857142857141,NA
EBetancourt-TheOutrageousPortfolio EDITED,2038,Solar,Electricity,Megawatts,MW,77999.99999999999,Jobs,Bachelors - No or Some Training,# of New Jobs,0.0334,186.0857142857141,NA
EBetancourt-TheOutrageousPortfolio EDITED,2039,Solar,Electricity,Megawatts,MW,83571.42857142855,Jobs,Bachelors - No or Some Training,# of New Jobs,0.0334,186.0857142857141,NA
EBetancourt-TheOutrageousPortfolio EDITED,2040,Solar,Electricity,Megawatts,MW,89142.85714285712,Jobs,Bachelors - No or Some Training,# of New Jobs,0.0334,186.0857142857141,NA
EBetancourt-TheOutrageousPortfolio EDITED,2041,Solar,Electricity,Megawatts,MW,94714.28571428568,Jobs,Bachelors - No or Some Training,# of New Jobs,0.0334,186.0857142857141,NA
EBetancourt-TheOutrageousPortfolio EDITED,2042,Solar,Electricity,Megawatts,MW,100285.71428571425,Jobs,Bachelors - No or Some Training,# of New Jobs,0.0334,186.0857142857141,NA
EBetancourt-TheOutrageousPortfolio EDITED,2043,Solar,Electricity,Megawatts,MW,105857.1428571428,Jobs,Bachelors - No or Some Training,# of New Jobs,0.0334,186.0857142857141,NA
EBetancourt-TheOutrageousPortfolio EDITED,2044,Solar,Electricity,Megawatts,MW,111428.57142857138,Jobs,Bachelors - No or Some Training,# of New Jobs,0.0334,186.0857142857141,NA
EBetancourt-TheOutrageousPortfolio EDITED,2045,Solar,Electricity,Megawatts,MW,117000,Jobs,Bachelors - No or Some Training,# of New Jobs,0.0334,186.085714285716,NA
EBetancourt-TheOutrageousPortfolio EDITED,2025,Solar,Electricity,Megawatts,MW,5571.428571428572,Jobs,Graduate Degree,# of New Jobs,0.00562,31.31142857142857,NA
EBetancourt-TheOutrageousPortfolio EDITED,2026,Solar,Electricity,Megawatts,MW,11142.857142857143,Jobs,Graduate Degree,# of New Jobs,0.00562,31.31142857142857,NA
EBetancourt-TheOutrageousPortfolio EDITED,2027,Solar,Electricity,Megawatts,MW,16714.285714285714,Jobs,Graduate Degree,# of New Jobs,0.00562,31.311428571428568,NA
EBetancourt-TheOutrageousPortfolio EDITED,2028,Solar,Electricity,Megawatts,MW,22285.714285714286,Jobs,Graduate Degree,# of New Jobs,0.00562,31.31142857142858,NA
EBetancourt-TheOutrageousPortfolio EDITED,2029,Solar,Electricity,Megawatts,MW,27857.14285714286,Jobs,Graduate Degree,# of New Jobs,0.00562,31.31142857142858,NA
EBetancourt-TheOutrageousPortfolio EDITED,2030,Solar,Electricity,Megawatts,MW,33428.57142857143,Jobs,Graduate Degree,# of New Jobs,0.00562,31.311428571428557,NA
EBetancourt-TheOutrageousPortfolio EDITED,2031,Solar,Electricity,Megawatts,MW,39000,Jobs,Graduate Degree,# of New Jobs,0.00562,31.31142857142858,NA
EBetancourt-TheOutrageousPortfolio EDITED,2032,Solar,Electricity,Megawatts,MW,44571.42857142857,Jobs,Graduate Degree,# of New Jobs,0.00562,31.31142857142858,NA
EBetancourt-TheOutrageousPortfolio EDITED,2033,Solar,Electricity,Megawatts,MW,50142.857142857145,Jobs,Graduate Degree,# of New Jobs,0.00562,31.31142857142858,NA
EBetancourt-TheOutrageousPortfolio EDITED,2034,Solar,Electricity,Megawatts,MW,55714.28571428572,Jobs,Graduate Degree,# of New Jobs,0.00562,31.31142857142858,NA
EBetancourt-TheOutrageousPortfolio EDITED,2035,Solar,Electricity,Megawatts,MW,61285.71428571429,Jobs,Graduate Degree,# of New Jobs,0.00562,31.31142857142858,NA
EBetancourt-TheOutrageousPortfolio EDITED,2036,Solar,Electricity,Megawatts,MW,66857.14285714286,Jobs,Graduate Degree,# of New Jobs,0.00562,31.311428571428536,NA
EBetancourt-TheOutrageousPortfolio EDITED,2037,Solar,Electricity,Megawatts,MW,72428.57142857142,Jobs,Graduate Degree,# of New Jobs,0.00562,31.311428571428536,NA
EBetancourt-TheOutrageousPortfolio EDITED,2038,Solar,Electricity,Megawatts,MW,77999.99999999999,Jobs,Graduate Degree,# of New Jobs,0.00562,31.311428571428536,NA
EBetancourt-TheOutrageousPortfolio EDITED,2039,Solar,Electricity,Megawatts,MW,83571.42857142855,Jobs,Graduate Degree,# of New Jobs,0.00562,31.311428571428536,NA
EBetancourt-TheOutrageousPortfolio EDITED,2040,Solar,Electricity,Megawatts,MW,89142.85714285712,Jobs,Graduate Degree,# of New Jobs,0.00562,31.311428571428536,NA
EBetancourt-TheOutrageousPortfolio EDITED,2041,Solar,Electricity,Megawatts,MW,94714.28571428568,Jobs,Graduate Degree,# of New Jobs,0.00562,31.311428571428536,NA
EBetancourt-TheOutrageousPortfolio EDITED,2042,Solar,Electricity,Megawatts,MW,100285.71428571425,Jobs,Graduate Degree,# of New Jobs,0.00562,31.311428571428536,NA
EBetancourt-TheOutrageousPortfolio EDITED,2043,Solar,Electricity,Megawatts,MW,105857.1428571428,Jobs,Graduate Degree,# of New Jobs,0.00562,31.311428571428536,NA
EBetancourt-TheOutrageousPortfolio EDITED,2044,Solar,Electricity,Megawatts,MW,111428.57142857138,Jobs,Graduate Degree,# of New Jobs,0.00562,31.311428571428536,NA
EBetancourt-TheOutrageousPortfolio EDITED,2045,Solar,Electricity,Megawatts,MW,117000,Jobs,Graduate Degree,# of New Jobs,0.00562,31.311428571428863,NA
EBetancourt-TheOutrageousPortfolio EDITED,2025,Solar,Electricity,Megawatts,MW,5571.428571428572,Jobs,High School - Long-Term Training,# of New Jobs,0.0282,157.11428571428573,NA
EBetancourt-TheOutrageousPortfolio EDITED,2026,Solar,Electricity,Megawatts,MW,11142.857142857143,Jobs,High School - Long-Term Training,# of New Jobs,0.0282,157.11428571428573,NA
EBetancourt-TheOutrageousPortfolio EDITED,2027,Solar,Electricity,Megawatts,MW,16714.285714285714,Jobs,High School - Long-Term Training,# of New Jobs,0.0282,157.1142857142857,NA
EBetancourt-TheOutrageousPortfolio EDITED,2028,Solar,Electricity,Megawatts,MW,22285.714285714286,Jobs,High School - Long-Term Training,# of New Jobs,0.0282,157.11428571428573,NA
EBetancourt-TheOutrageousPortfolio EDITED,2029,Solar,Electricity,Megawatts,MW,27857.14285714286,Jobs,High School - Long-Term Training,# of New Jobs,0.0282,157.11428571428573,NA
EBetancourt-TheOutrageousPortfolio EDITED,2030,Solar,Electricity,Megawatts,MW,33428.57142857143,Jobs,High School - Long-Term Training,# of New Jobs,0.0282,157.11428571428564,NA
EBetancourt-TheOutrageousPortfolio EDITED,2031,Solar,Electricity,Megawatts,MW,39000,Jobs,High School - Long-Term Training,# of New Jobs,0.0282,157.11428571428573,NA
EBetancourt-TheOutrageousPortfolio EDITED,2032,Solar,Electricity,Megawatts,MW,44571.42857142857,Jobs,High School - Long-Term Training,# of New Jobs,0.0282,157.11428571428573,NA
EBetancourt-TheOutrageousPortfolio EDITED,2033,Solar,Electricity,Megawatts,MW,50142.857142857145,Jobs,High School - Long-Term Training,# of New Jobs,0.0282,157.11428571428573,NA
EBetancourt-TheOutrageousPortfolio EDITED,2034,Solar,Electricity,Megawatts,MW,55714.28571428572,Jobs,High School - Long-Term Training,# of New Jobs,0.0282,157.11428571428573,NA
EBetancourt-TheOutrageousPortfolio EDITED,2035,Solar,Electricity,Megawatts,MW,61285.71428571429,Jobs,High School - Long-Term Training,# of New Jobs,0.0282,157.11428571428573,NA
EBetancourt-TheOutrageousPortfolio EDITED,2036,Solar,Electricity,Megawatts,MW,66857.14285714286,Jobs,High School - Long-Term Training,# of New Jobs,0.0282,157.11428571428553,NA
EBetancourt-TheOutrageousPortfolio EDITED,2037,Solar,Electricity,Megawatts,MW,72428.57142857142,Jobs,High School - Long-Term Training,# of New Jobs,0.0282,157.11428571428553,NA
EBetancourt-TheOutrageousPortfolio EDITED,2038,Solar,Electricity,Megawatts,MW,77999.99999999999,Jobs,High School - Long-Term Training,# of New Jobs,0.0282,157.11428571428553,NA
